,id,title,author,genre,language,publicationYear,publisher,description,pageCount,tags,rating_average,most_popular_country,bestseller_status,awards,age_category,adapted_to_movie,movie_release_year,isbn
631,640,Sideways Stories from Wayside School,Louis Sachar,Children,English,1978,Follett,Humorous stories about a school built thirty stories high.,128,"humor,school,absurd",4.16,USA,True,,Children,True,2005.0,978-0380731480
632,641,The Jungle,Upton Sinclair,Art/Literature,English,1906,Doubleday,An exposé of the American meatpacking industry and the plight of immigrants.,375,"history,politics,poverty",3.75,USA,True,,Adult,False,,978-0486419237
633,642,A Farewell to Arms,Ernest Hemingway,Adventure,English,1929,Scribner,An American ambulance driver in the Italian Army falls in love with a British nurse.,293,"war,romance,tragedy",3.8,USA,True,,Adult,True,1932.0,978-0684801469
634,643,Main Street,Sinclair Lewis,Humor,English,1920,Harcourt,A young woman struggles against the conformity of small-town America.,451,"classic,satire,society",3.74,USA,True,,Adult,False,,978-0451525314
635,644,The Duke and I,Julia Quinn,Romance,English,2000,Avon,Daphne Bridgerton and the Duke of Hastings enter a fake courtship.,384,"romance,regency,family",3.84,USA,True,,Adult,True,2020.0,978-0062353597
636,645,The Viscount Who Loved Me,Julia Quinn,Romance,English,2000,Avon,"Anthony Bridgerton decides to marry, but falls for his intended's sister.",378,"romance,regency,enemies to lovers",4.04,USA,True,,Adult,True,2022.0,978-0062353641
637,646,The Thorn Birds,Colleen McCullough,Historical Fiction,English,1977,Harper & Row,A family saga set on a sheep station in the Australian outback.,692,"australia,romance,epic",4.23,Australia,True,,Adult,True,1983.0,978-0380018178
638,647,Streets of Laredo,Larry McMurtry,Adventure,English,1993,Simon & Schuster,"A sequel to Lonesome Dove, featuring Captain Call hunting a bandit.",589,"western,adventure,sequel",4.08,USA,True,,Adult,True,1995.0,978-0671792817
639,648,Empire of the Sun,J.G. Ballard,Adventure,English,1984,Gollancz,A young British boy struggles to survive in a Japanese internment camp in China.,279,"war,survival,semi-autobiographical",3.91,UK,True,James Tait Black Prize,Adult,True,1987.0,978-0006540939
640,649,Crash,J.G. Ballard,Art/Literature,English,1973,Jonathan Cape,Characters derive sexual arousal from car crashes.,224,"psychology,dark,controversial",3.32,UK,True,,Adult,True,1996.0,978-0312420338
641,650,High Rise,J.G. Ballard,Sci-Fi,English,1975,Jonathan Cape,Residents of a luxury high-rise building descend into primal chaos.,208,"dystopia,society,class",3.68,UK,True,,Adult,True,2015.0,978-0871404022
642,651,The Wise Man's Fear,Patrick Rothfuss,Fantasy,English,2011,DAW Books,Kvothe continues his education at the University and travels to the Fae realm.,994,"magic,adventure,sequel",4.55,USA,True,,Adult,False,,978-0756404734
643,652,The Slow Regard of Silent Things,Patrick Rothfuss,Fantasy,English,2014,DAW Books,"A novella exploring the life of Auri, a mysterious character living beneath the University.",159,"magic,lyrical,novella",4.16,USA,True,,Adult,False,,978-0756411336
644,653,The Dark Forest,Cixin Liu,Sci-Fi,English,2008,Chongqing Press,Humanity prepares for an alien invasion arriving in 400 years by creating the Wallfacer project.,512,"aliens,strategy,philosophy",4.4,China,True,,Adult,False,,978-0765377081
645,654,Death's End,Cixin Liu,Sci-Fi,English,2010,Chongqing Press,"The conclusion to the Three-Body trilogy, spanning eras and dimensions.",604,"aliens,time,universe",4.46,China,True,Locus Award,Adult,False,,978-0765377104
646,655,Speaker for the Dead,Orson Scott Card,Sci-Fi,English,1986,Tor Books,Ender Wiggin tries to understand a new alien species to prevent another xenocide.,415,"aliens,philosophy,sequel",4.06,USA,True,"Hugo,Nebula",Adult,False,,978-0812550757
647,656,Xenocide,Orson Scott Card,Sci-Fi,English,1991,Tor Books,Ender works to save the Pequeninos and the Hive Queen from a deadly virus.,592,"aliens,virus,philosophy",3.76,USA,True,,Adult,False,,978-0812509250
648,657,The Gunslinger,Stephen King,Fantasy,English,1982,Grant,Roland of Gilead pursues the Man in Black across a desert in the first Dark Tower book.,224,"western,fantasy,epic",3.93,USA,True,,Adult,True,2017.0,978-0451210845
649,658,The Drawing of the Three,Stephen King,Fantasy,English,1987,Grant,Roland summons three companions from different eras of New York to help him.,400,"fantasy,time travel,epic",4.22,USA,True,,Adult,False,,978-0451210852
650,659,The Waste Lands,Stephen King,Fantasy,English,1991,Grant,Roland and his ka-tet continue their quest towards the Dark Tower.,512,"fantasy,epic,train",4.25,USA,True,,Adult,False,,978-0451210869
651,660,Doctor Sleep,Stephen King,Horror,English,2013,Scribner,"A sequel to The Shining, following an adult Dan Torrance protecting a girl with powers.",531,"horror,powers,recovery",4.09,USA,True,Bram Stoker Award,Adult,True,2019.0,978-1476727653
652,662,Time of Contempt,Andrzej Sapkowski,Fantasy,English,1995,SuperNOWA,Geralt and Yennefer fight to protect Ciri as war erupts across the continent.,331,"magic,war,witcher",4.25,Poland,True,,Adult,True,2019.0,978-0316219136
653,663,Baptism of Fire,Andrzej Sapkowski,Fantasy,English,1996,SuperNOWA,Geralt assembles a hodgepodge company of allies to find Ciri.,343,"magic,adventure,witcher",4.32,Poland,True,,Adult,True,2019.0,978-0316219181
654,664,The Tower of the Swallow,Andrzej Sapkowski,Fantasy,English,1997,SuperNOWA,Ciri embraces her dark powers while being hunted by mercenaries.,436,"magic,dark,witcher",4.34,Poland,True,,Adult,True,2019.0,978-0316219143
655,665,Lady of the Lake,Andrzej Sapkowski,Fantasy,English,1999,SuperNOWA,The conclusion of the Witcher saga involving time travel and the Arthurian legend.,531,"magic,finale,witcher",4.29,Poland,True,,Adult,True,2019.0,978-0316219150
656,666,"Sandman, Vol. 1: Preludes & Nocturnes",Neil Gaiman,Graphic Novels/Manga,English,1989,DC Comics,"Morpheus, the King of Dreams, is captured and imprisoned for 70 years.",240,"fantasy,comics,mythology",4.23,USA,True,,Adult,True,2022.0,978-1401225759
657,667,"Sandman, Vol. 2: The Doll's House",Neil Gaiman,Graphic Novels/Manga,English,1990,DC Comics,Morpheus tracks down rogue dreams that escaped the Dreaming.,232,"fantasy,comics,serial killer",4.4,USA,True,,Adult,True,2022.0,978-1401227999
658,668,Fun Home: A Family Tragicomic,Alison Bechdel,Graphic Novels/Manga,English,2006,Houghton Mifflin,A graphic memoir about the author's relationship with her closeted father.,232,"memoir,lgbt,comics",4.08,USA,True,Eisner Award,Adult,True,2013.0,978-0618871711
659,669,Persepolis 2: The Story of a Return,Marjane Satrapi,Non-Fiction,English,2004,L'Association,Marjane returns to Iran after living in Europe and struggles to fit in.,187,"memoir,iran,comics",4.36,France,True,,Adult,True,2007.0,978-0375714665
660,670,The Hate U Give,Angie Thomas,Young Adult,English,2017,Balzer + Bray,A teen witnesses the fatal shooting of her childhood friend by a police officer.,444,"racism,activism,family",4.49,USA,True,Goodreads Choice Award,Young Adult,True,2018.0,978-0062498533
661,671,Looking for Alaska,John Green,Young Adult,English,2005,Dutton,A boy goes to boarding school and falls for the elusive Alaska Young.,221,"teen,romance,tragedy",3.99,USA,True,Printz Award,Young Adult,True,2019.0,978-0525475064
662,672,Paper Towns,John Green,Young Adult,English,2008,Dutton,Q goes on a road trip to find his neighbor Margo who disappeared.,305,"mystery,road trip,teen",3.86,USA,True,Edgar Award,Young Adult,True,2015.0,978-0525478188
663,673,Thirteen Reasons Why,Jay Asher,Young Adult,English,2007,RazorBill,A high school student receives tapes from a classmate who committed suicide.,288,"suicide,mystery,teen",3.92,USA,True,,Young Adult,True,2017.0,978-1595141712
664,674,Miss Peregrine's Home for Peculiar Children,Ransom Riggs,Fantasy,English,2011,Quirk Books,A boy discovers an abandoned orphanage on a Welsh island with strange inhabitants.,352,"photos,mystery,magic",3.9,USA,True,,Young Adult,True,2016.0,978-1594744761
665,675,Hollow City,Ransom Riggs,Fantasy,English,2014,Quirk Books,The peculiar children flee to London to save their headmistress.,400,"photos,sequel,magic",4.05,USA,True,,Young Adult,False,,978-1594747359
666,676,The Scorch Trials,James Dashner,Sci-Fi,English,2010,Delacorte,The Gladers have escaped the Maze but now face a desolate landscape.,361,"dystopia,survival,action",3.9,USA,True,,Young Adult,True,2015.0,978-0385738758
667,677,The Death Cure,James Dashner,Sci-Fi,English,2011,Delacorte,Thomas must survive the final test to find a cure for the Flare.,324,"dystopia,finale,action",3.8,USA,True,,Young Adult,True,2018.0,978-0385738772
668,678,Insurgent,Veronica Roth,Sci-Fi,English,2012,Katherine Tegen,Tris Prior continues her fight against the faction system.,525,"action,romance,war",4.02,USA,True,Goodreads Choice Award,Young Adult,True,2015.0,978-0062024046
669,679,Allegiant,Veronica Roth,Sci-Fi,English,2013,Katherine Tegen,Tris and Four discover the truth about what lies outside the fence.,526,"finale,twist,scifi",3.6,USA,True,Goodreads Choice Award,Young Adult,True,2016.0,978-0062024060
670,680,New Moon,Stephenie Meyer,Romance,English,2006,"Little, Brown","Bella falls into a depression after Edward leaves, befriending werewolf Jacob Black.",563,"vampires,werewolves,romance",3.55,USA,True,,Young Adult,True,2009.0,978-0316160193
671,681,Eclipse,Stephenie Meyer,Romance,English,2007,"Little, Brown",Bella must choose between Edward and Jacob while a new threat approaches.,629,"vampires,love triangle,war",3.7,USA,True,,Young Adult,True,2010.0,978-0316160209
672,682,Breaking Dawn,Stephenie Meyer,Romance,English,2008,"Little, Brown","The conclusion to the Twilight saga involving marriage, a child, and the Volturi.",756,"vampires,marriage,finale",3.72,USA,True,British Book Award,Young Adult,True,2011.0,978-0316067928
673,683,A Court of Mist and Fury,Sarah J. Maas,Fantasy,English,2016,Bloomsbury,Feyre navigates the Night Court and her growing powers.,626,"romance,fae,epic",4.6,USA,True,Goodreads Choice Award,Adult,False,,978-1619634466
674,684,A Court of Wings and Ruin,Sarah J. Maas,Fantasy,English,2017,Bloomsbury,Feyre returns to the Spring Court to gather information for the coming war.,699,"war,romance,fae",4.46,USA,True,Goodreads Choice Award,Adult,False,,978-1619634480
675,685,Schindler's List,Thomas Keneally,Historical Fiction,English,1982,Simon & Schuster,"The true story of Oskar Schindler, who saved over 1,000 Jews during the Holocaust.",448,"holocaust,history,heroism",4.35,Australia,True,Booker Prize,Adult,True,1993.0,978-0671880316
676,686,Brooklyn,Colm Tóibín,Historical Fiction,English,2009,Viking,A young Irish woman emigrates to Brooklyn in the 1950s.,262,"immigration,romance,history",3.92,Ireland,True,Costa Novel Award,Adult,True,2015.0,978-1439136690
677,687,The Reader,Bernhard Schlink,Historical Fiction,German,1995,Diogenes,A young man has an affair with an older woman who later goes on trial for Nazi war crimes.,218,"holocaust,law,romance",3.77,Germany,True,,Adult,True,2008.0,978-0375707971
678,688,The Sea of Monsters,Rick Riordan,Fantasy,English,2006,Miramax,Percy Jackson seeks the Golden Fleece to save Camp Half-Blood.,279,"mythology,adventure,sea",4.23,USA,True,,Children,True,2013.0,978-0786856862
679,689,The Titan's Curse,Rick Riordan,Fantasy,English,2007,Hyperion,Percy must rescue the goddess Artemis and his friend Annabeth.,312,"mythology,adventure,prophecy",4.33,USA,True,,Children,False,,978-1423101451
680,690,The Battle of the Labyrinth,Rick Riordan,Fantasy,English,2008,Hyperion,Percy navigates Daedalus's labyrinth to stop an invasion.,361,"mythology,maze,action",4.38,USA,True,,Children,False,,978-1423101468
681,691,The Last Olympian,Rick Riordan,Fantasy,English,2009,Hyperion,The final battle for Mount Olympus against the Titans.,381,"mythology,finale,war",4.5,USA,True,,Children,False,,978-1423101475
682,692,Artemis Fowl: The Arctic Incident,Eoin Colfer,Fantasy,English,2002,Viking,Artemis must team up with the fairies to save his father.,288,"heist,fairies,sequel",3.93,Ireland,True,,Children,False,,978-0786851478
683,693,The Tipping Point,Malcolm Gladwell,Non-Fiction,English,2000,"Little, Brown",How little things can make a big difference in social trends.,301,"sociology,business,psychology",3.98,Canada,True,,Adult,False,,978-0316316965
684,694,Blink,Malcolm Gladwell,Non-Fiction,English,2005,"Little, Brown",The power of thinking without thinking.,296,"psychology,decision making,science",3.94,Canada,True,,Adult,False,,978-0316172325
685,695,Nudge,Richard H. Thaler,Non-Fiction,English,2008,Yale University Press,"Improving decisions about health, wealth, and happiness.",312,"economics,psychology,politics",3.84,USA,True,,Adult,False,,978-0143115267
686,696,Predictably Irrational,Dan Ariely,Non-Fiction,English,2008,HarperCollins,The hidden forces that shape our decisions.,280,"economics,psychology,behavior",4.12,USA,True,,Adult,False,,978-0061353239
687,697,Men at Arms,Terry Pratchett,Fantasy,English,1993,Gollancz,The City Watch investigates a series of murders involving a new invention: a 'gonne'.,377,"satire,police,discworld",4.43,UK,True,,Adult,False,,978-0062225771
688,698,Reaper Man,Terry Pratchett,Fantasy,English,1991,Gollancz,Death is fired from his job and tries to live as a farmhand.,352,"death,humor,discworld",4.39,UK,True,,Adult,False,,978-0062225733
689,699,Wyrd Sisters,Terry Pratchett,Fantasy,English,1988,Gollancz,"Three witches get involved in royal politics, parodying Macbeth.",265,"witches,shakespeare,humor",4.24,UK,True,,Adult,True,1997.0,978-0062225726
690,700,The Valley of Fear,Arthur Conan Doyle,Mystery/Thriller,English,1915,"Smith, Elder & Co.",Sherlock Holmes solves a murder that is linked to a secret society in America.,320,"mystery,sherlock,classic",4.0,UK,True,,Adult,False,,978-0140439113
691,701,Foundation and Empire,Isaac Asimov,Sci-Fi,English,1952,Gnome Press,"The Galactic Empire crumbles, but the Foundation faces a new threat: The Mule.",247,"scifi,psychohistory,empire",4.23,USA,True,,Adult,True,2021.0,978-0553293371
692,702,Second Foundation,Isaac Asimov,Sci-Fi,English,1953,Gnome Press,The search for the secret Second Foundation begins as the galaxy hangs in the balance.,225,"scifi,mystery,classic",4.25,USA,True,,Adult,True,2021.0,978-0553293364
693,703,"Life, the Universe and Everything",Douglas Adams,Sci-Fi,English,1982,Pan Books,Arthur Dent travels through time to save the universe from the planet Krikkit.,224,"humor,scifi,satire",4.19,UK,True,,Adult,False,,978-0345391827
694,704,"So Long, and Thanks for All the Fish",Douglas Adams,Sci-Fi,English,1984,Pan Books,"Arthur Dent returns to Earth, which has been mysteriously restored.",224,"humor,romance,dolphins",4.11,UK,True,,Adult,False,,978-0345391834
695,705,The Light Fantastic,Terry Pratchett,Fantasy,English,1986,Colin Smythe,Rincewind tries to save the Discworld from a collision with a red star.,241,"humor,magic,discworld",3.99,UK,True,,Adult,True,2008.0,978-0062225689
696,706,Equal Rites,Terry Pratchett,Fantasy,English,1987,Gollancz,"A dying wizard passes his staff to the eighth son of an eighth son, who turns out to be a girl.",228,"feminism,magic,discworld",4.09,UK,True,,Adult,False,,978-0062225696
697,707,Sourcery,Terry Pratchett,Fantasy,English,1988,Gollancz,"A sourcerer arrives on the Discworld, threatening to destroy the balance of magic.",243,"humor,magic,discworld",4.04,UK,True,,Adult,False,,978-0062225702
698,708,Eric,Terry Pratchett,Fantasy,English,1990,Gollancz,Rincewind is summoned by a demonologist who wants three wishes granted.,160,"humor,faust,discworld",3.93,UK,True,,Adult,False,,978-0062225740
